split,seed,episode_id,method,true_intent,pred_intent,intent_correct,action_success,param_error,confidence,calibration_error,abstain,failure_label,morphology,arm_length,camera_scale,style_speed,curvature,occlusion,noise,object_class,contact_time,stress_axis,stress_level
combined_hard_shift,0,4,body_normalized_knn,place,place,1,1,0.07412,0.60198,0.39802,0,success,shift,0.69919,1.40746,1.80186,0.59016,0.31682,0.03619,small_cup,0.33472,combined,0.6
combined_hard_shift,0,4,object_affordance_classifier,place,place,1,1,0.24143,0.81326,0.18674,0,success,shift,0.69919,1.40746,1.80186,0.59016,0.31682,0.03619,small_cup,0.33472,combined,0.6
combined_hard_shift,0,4,style_invariant_logistic,place,place,1,1,0.06406,0.99259,0.00741,0,success,shift,0.69919,1.40746,1.80186,0.59016,0.31682,0.03619,small_cup,0.33472,combined,0.6
combined_hard_shift,0,4,physical_intent_disambiguation,place,place,1,1,0.06406,0.96876,0.03124,0,success,shift,0.69919,1.40746,1.80186,0.59016,0.31682,0.03619,small_cup,0.33472,combined,0.6
combined_hard_shift,0,4,oracle_intent_upper_bound,place,place,1,1,0.02762,0.98500,0.01500,0,success,shift,0.69919,1.40746,1.80186,0.59016,0.31682,0.03619,small_cup,0.33472,combined,0.6
combined_hard_shift,0,5,body_normalized_knn,handoff,handoff,1,1,0.05833,0.41273,0.58727,0,success,shift,0.73751,0.71261,0.54365,0.43904,0.13010,0.03120,small_cup,0.67526,combined,0.6
combined_hard_shift,0,5,object_affordance_classifier,handoff,place,0,0,0.48672,0.78844,0.78844,0,wrong_intent,shift,0.73751,0.71261,0.54365,0.43904,0.13010,0.03120,small_cup,0.67526,combined,0.6
combined_hard_shift,0,5,style_invariant_logistic,handoff,handoff,1,1,0.05593,0.75522,0.24478,0,success,shift,0.73751,0.71261,0.54365,0.43904,0.13010,0.03120,small_cup,0.67526,combined,0.6
combined_hard_shift,0,5,physical_intent_disambiguation,handoff,handoff,1,1,0.05593,0.77147,0.22853,0,success,shift,0.73751,0.71261,0.54365,0.43904,0.13010,0.03120,small_cup,0.67526,combined,0.6
combined_hard_shift,0,5,oracle_intent_upper_bound,handoff,handoff,1,1,0.03594,0.98500,0.01500,0,success,shift,0.73751,0.71261,0.54365,0.43904,0.13010,0.03120,small_cup,0.67526,combined,0.6
combined_hard_shift,0,6,body_normalized_knn,push,rotate,0,0,0.89868,0.60544,0.60544,0,wrong_intent,shift,1.36972,0.73847,0.37345,0.46761,0.20404,0.02705,sliding_box,0.70533,combined,0.6
combined_hard_shift,0,6,object_affordance_classifier,push,push,1,1,0.41384,0.77124,0.22876,0,success,shift,1.36972,0.73847,0.37345,0.46761,0.20404,0.02705,sliding_box,0.70533,combined,0.6
combined_hard_shift,0,6,style_invariant_logistic,push,rotate,0,0,1.14885,0.88159,0.88159,0,wrong_intent,shift,1.36972,0.73847,0.37345,0.46761,0.20404,0.02705,sliding_box,0.70533,combined,0.6
combined_hard_shift,0,6,physical_intent_disambiguation,push,push,1,1,0.24565,0.73458,0.26542,0,success,shift,1.36972,0.73847,0.37345,0.46761,0.20404,0.02705,sliding_box,0.70533,combined,0.6
combined_hard_shift,0,6,oracle_intent_upper_bound,push,push,1,1,0.02584,0.98500,0.01500,0,success,shift,1.36972,0.73847,0.37345,0.46761,0.20404,0.02705,sliding_box,0.70533,combined,0.6
combined_hard_shift,0,7,body_normalized_knn,pull,lift,0,0,1.41422,0.80133,0.80133,0,wrong_intent,shift,0.68736,0.69395,1.67638,0.34750,0.31481,0.03258,sliding_box,0.31031,combined,0.6
combined_hard_shift,0,7,object_affordance_classifier,pull,rotate,0,0,1.49198,0.79565,0.79565,0,wrong_intent,shift,0.68736,0.69395,1.67638,0.34750,0.31481,0.03258,sliding_box,0.31031,combined,0.6
combined_hard_shift,0,7,style_invariant_logistic,pull,rotate,0,0,1.13842,1.00000,1.00000,0,wrong_intent,shift,0.68736,0.69395,1.67638,0.34750,0.31481,0.03258,sliding_box,0.31031,combined,0.6
combined_hard_shift,0,7,physical_intent_disambiguation,pull,rotate,0,0,1.13842,0.76701,0.76701,0,wrong_intent,shift,0.68736,0.69395,1.67638,0.34750,0.31481,0.03258,sliding_box,0.31031,combined,0.6
combined_hard_shift,0,7,oracle_intent_upper_bound,pull,pull,1,1,0.04351,0.98500,0.01500,0,success,shift,0.68736,0.69395,1.67638,0.34750,0.31481,0.03258,sliding_box,0.31031,combined,0.6
combined_hard_shift,0,8,body_normalized_knn,rotate,pull,0,0,0.78752,0.60083,0.60083,0,wrong_intent,shift,1.42217,0.69318,1.81301,0.58189,0.25938,0.03829,round_handle,0.37122,combined,0.6
combined_hard_shift,0,8,object_affordance_classifier,rotate,rotate,1,1,0.15309,0.81836,0.18164,0,success,shift,1.42217,0.69318,1.81301,0.58189,0.25938,0.03829,round_handle,0.37122,combined,0.6
combined_hard_shift,0,8,style_invariant_logistic,rotate,rotate,1,1,0.01759,0.95589,0.04411,0,success,shift,1.42217,0.69318,1.81301,0.58189,0.25938,0.03829,round_handle,0.37122,combined,0.6
combined_hard_shift,0,8,physical_intent_disambiguation,rotate,rotate,1,1,0.01759,0.95618,0.04382,0,success,shift,1.42217,0.69318,1.81301,0.58189,0.25938,0.03829,round_handle,0.37122,combined,0.6
combined_hard_shift,0,8,oracle_intent_upper_bound,rotate,rotate,1,1,0.00210,0.98500,0.01500,0,success,shift,1.42217,0.69318,1.81301,0.58189,0.25938,0.03829,round_handle,0.37122,combined,0.6
combined_hard_shift,0,9,body_normalized_knn,lift,lift,1,1,0.00000,0.60736,0.39264,0,success,shift,1.34474,0.66005,0.55218,0.44682,0.30056,0.03206,round_handle,0.74712,combined,0.6
combined_hard_shift,0,9,object_affordance_classifier,lift,lift,1,1,0.00000,0.76550,0.23450,0,success,shift,1.34474,0.66005,0.55218,0.44682,0.30056,0.03206,round_handle,0.74712,combined,0.6
combined_hard_shift,0,9,style_invariant_logistic,lift,lift,1,1,0.00000,0.97113,0.02887,0,success,shift,1.34474,0.66005,0.55218,0.44682,0.30056,0.03206,round_handle,0.74712,combined,0.6
combined_hard_shift,0,9,physical_intent_disambiguation,lift,lift,1,1,0.00000,0.83147,0.16853,0,success,shift,1.34474,0.66005,0.55218,0.44682,0.30056,0.03206,round_handle,0.74712,combined,0.6
combined_hard_shift,0,9,oracle_intent_upper_bound,lift,lift,1,1,0.01694,0.98500,0.01500,0,success,shift,1.34474,0.66005,0.55218,0.44682,0.30056,0.03206,round_handle,0.74712,combined,0.6
combined_hard_shift,0,10,body_normalized_knn,place,place,1,1,0.06976,0.41405,0.58595,0,success,shift,1.36951,0.70394,1.62643,0.69160,0.22934,0.02957,small_cup,0.31667,combined,0.6
combined_hard_shift,0,10,object_affordance_classifier,place,place,1,0,0.69023,0.86288,0.13712,0,bad_action_parameter,shift,1.36951,0.70394,1.62643,0.69160,0.22934,0.02957,small_cup,0.31667,combined,0.6
combined_hard_shift,0,10,style_invariant_logistic,place,place,1,1,0.11829,0.92920,0.07080,0,success,shift,1.36951,0.70394,1.62643,0.69160,0.22934,0.02957,small_cup,0.31667,combined,0.6
combined_hard_shift,0,10,physical_intent_disambiguation,place,place,1,1,0.11829,0.93583,0.06417,0,success,shift,1.36951,0.70394,1.62643,0.69160,0.22934,0.02957,small_cup,0.31667,combined,0.6
combined_hard_shift,0,10,oracle_intent_upper_bound,place,place,1,1,0.01732,0.98500,0.01500,0,success,shift,1.36951,0.70394,1.62643,0.69160,0.22934,0.02957,small_cup,0.31667,combined,0.6
combined_hard_shift,0,11,body_normalized_knn,handoff,handoff,1,0,0.88202,1.00000,0.00000,0,bad_action_parameter,shift,0.72618,1.33652,1.66224,0.49253,0.28967,0.02117,small_cup,0.24787,combined,0.6
combined_hard_shift,0,11,object_affordance_classifier,handoff,handoff,1,1,0.37757,0.82344,0.17656,0,success,shift,0.72618,1.33652,1.66224,0.49253,0.28967,0.02117,small_cup,0.24787,combined,0.6
combined_hard_shift,0,11,style_invariant_logistic,handoff,handoff,1,1,0.05068,0.98861,0.01139,0,success,shift,0.72618,1.33652,1.66224,0.49253,0.28967,0.02117,small_cup,0.24787,combined,0.6
combined_hard_shift,0,11,physical_intent_disambiguation,handoff,handoff,1,1,0.05068,0.84094,0.15906,0,success,shift,0.72618,1.33652,1.66224,0.49253,0.28967,0.02117,small_cup,0.24787,combined,0.6
combined_hard_shift,0,11,oracle_intent_upper_bound,handoff,handoff,1,1,0.01762,0.98500,0.01500,0,success,shift,0.72618,1.33652,1.66224,0.49253,0.28967,0.02117,small_cup,0.24787,combined,0.6
combined_hard_shift,0,12,body_normalized_knn,push,handoff,0,0,0.44874,0.40388,0.40388,0,wrong_intent,shift,0.69857,0.70218,0.47144,0.53146,0.19915,0.02408,sliding_box,0.68834,combined,0.6
combined_hard_shift,0,12,object_affordance_classifier,push,rotate,0,0,1.39735,0.76766,0.76766,0,wrong_intent,shift,0.69857,0.70218,0.47144,0.53146,0.19915,0.02408,sliding_box,0.68834,combined,0.6
combined_hard_shift,0,12,style_invariant_logistic,push,rotate,0,0,1.22110,0.99989,0.99989,0,wrong_intent,shift,0.69857,0.70218,0.47144,0.53146,0.19915,0.02408,sliding_box,0.68834,combined,0.6
combined_hard_shift,0,12,physical_intent_disambiguation,push,rotate,0,0,1.22110,0.85173,0.85173,0,wrong_intent,shift,0.69857,0.70218,0.47144,0.53146,0.19915,0.02408,sliding_box,0.68834,combined,0.6
combined_hard_shift,0,12,oracle_intent_upper_bound,push,push,1,1,0.03269,0.98500,0.01500,0,success,shift,0.69857,0.70218,0.47144,0.53146,0.19915,0.02408,sliding_box,0.68834,combined,0.6
combined_hard_shift,0,13,body_normalized_knn,pull,push,0,0,1.99990,0.41659,0.41659,0,wrong_intent,shift,1.38797,1.35572,0.58077,0.52484,0.27892,0.03177,sliding_box,0.74851,combined,0.6
combined_hard_shift,0,13,object_affordance_classifier,pull,rotate,0,0,0.27102,0.76396,0.76396,0,wrong_intent,shift,1.38797,1.35572,0.58077,0.52484,0.27892,0.03177,sliding_box,0.74851,combined,0.6
combined_hard_shift,0,13,style_invariant_logistic,pull,pull,1,1,0.06116,0.94480,0.05520,0,success,shift,1.38797,1.35572,0.58077,0.52484,0.27892,0.03177,sliding_box,0.74851,combined,0.6
combined_hard_shift,0,13,physical_intent_disambiguation,pull,pull,1,1,0.06116,0.66741,0.33259,0,success,shift,1.38797,1.35572,0.58077,0.52484,0.27892,0.03177,sliding_box,0.74851,combined,0.6
combined_hard_shift,0,13,oracle_intent_upper_bound,pull,pull,1,1,0.05036,0.98500,0.01500,0,success,shift,1.38797,1.35572,0.58077,0.52484,0.27892,0.03177,sliding_box,0.74851,combined,0.6
combined_hard_shift,0,14,body_normalized_knn,rotate,rotate,1,0,1.26509,0.40994,0.59006,0,bad_action_parameter,shift,1.29300,0.70352,0.41462,0.54933,0.19525,0.02178,round_handle,0.68114,combined,0.6
combined_hard_shift,0,14,object_affordance_classifier,rotate,lift,0,0,1.41421,0.75207,0.75207,0,wrong_intent,shift,1.29300,0.70352,0.41462,0.54933,0.19525,0.02178,round_handle,0.68114,combined,0.6
combined_hard_shift,0,14,style_invariant_logistic,rotate,rotate,1,1,0.07339,0.95976,0.04024,0,success,shift,1.29300,0.70352,0.41462,0.54933,0.19525,0.02178,round_handle,0.68114,combined,0.6
combined_hard_shift,0,14,physical_intent_disambiguation,rotate,rotate,1,1,0.07339,0.89659,0.10341,0,success,shift,1.29300,0.70352,0.41462,0.54933,0.19525,0.02178,round_handle,0.68114,combined,0.6
combined_hard_shift,0,14,oracle_intent_upper_bound,rotate,rotate,1,1,0.03599,0.98500,0.01500,0,success,shift,1.29300,0.70352,0.41462,0.54933,0.19525,0.02178,round_handle,0.68114,combined,0.6
combined_hard_shift,0,15,body_normalized_knn,lift,push,0,0,1.35446,0.39210,0.39210,0,wrong_intent,shift,1.41610,1.31699,0.52471,0.61674,0.19067,0.02195,round_handle,0.71065,combined,0.6
combined_hard_shift,0,15,object_affordance_classifier,lift,lift,1,1,0.00000,0.80312,0.19688,0,success,shift,1.41610,1.31699,0.52471,0.61674,0.19067,0.02195,round_handle,0.71065,combined,0.6
combined_hard_shift,0,15,style_invariant_logistic,lift,lift,1,1,0.00000,0.56466,0.43534,0,success,shift,1.41610,1.31699,0.52471,0.61674,0.19067,0.02195,round_handle,0.71065,combined,0.6
combined_hard_shift,0,15,physical_intent_disambiguation,lift,lift,1,1,0.00000,0.95687,0.04313,0,success,shift,1.41610,1.31699,0.52471,0.61674,0.19067,0.02195,round_handle,0.71065,combined,0.6
combined_hard_shift,0,15,oracle_intent_upper_bound,lift,lift,1,1,0.01453,0.98500,0.01500,0,success,shift,1.41610,1.31699,0.52471,0.61674,0.19067,0.02195,round_handle,0.71065,combined,0.6
combined_hard_shift,0,16,body_normalized_knn,place,lift,0,0,1.36431,0.80006,0.80006,0,wrong_intent,shift,1.38567,0.73138,1.71046,0.66357,0.28311,0.02086,small_cup,0.28721,combined,0.6
combined_hard_shift,0,16,object_affordance_classifier,place,place,1,0,0.70586,0.82691,0.17309,0,bad_action_parameter,shift,1.38567,0.73138,1.71046,0.66357,0.28311,0.02086,small_cup,0.28721,combined,0.6
combined_hard_shift,0,16,style_invariant_logistic,place,rotate,0,0,0.35311,0.68421,0.68421,0,wrong_intent,shift,1.38567,0.73138,1.71046,0.66357,0.28311,0.02086,small_cup,0.28721,combined,0.6
combined_hard_shift,0,16,physical_intent_disambiguation,place,place,1,1,0.05669,0.75894,0.24106,0,success,shift,1.38567,0.73138,1.71046,0.66357,0.28311,0.02086,small_cup,0.28721,combined,0.6
combined_hard_shift,0,16,oracle_intent_upper_bound,place,place,1,1,0.02215,0.98500,0.01500,0,success,shift,1.38567,0.73138,1.71046,0.66357,0.28311,0.02086,small_cup,0.28721,combined,0.6
combined_hard_shift,0,17,body_normalized_knn,handoff,lift,0,0,0.99335,0.60124,0.60124,0,wrong_intent,shift,1.38742,1.36860,1.69655,0.46652,0.25465,0.03876,small_cup,0.27095,combined,0.6
combined_hard_shift,0,17,object_affordance_classifier,handoff,handoff,1,1,0.05324,0.85952,0.14048,0,success,shift,1.38742,1.36860,1.69655,0.46652,0.25465,0.03876,small_cup,0.27095,combined,0.6
combined_hard_shift,0,17,style_invariant_logistic,handoff,handoff,1,1,0.10216,0.48559,0.51441,0,success,shift,1.38742,1.36860,1.69655,0.46652,0.25465,0.03876,small_cup,0.27095,combined,0.6
combined_hard_shift,0,17,physical_intent_disambiguation,handoff,handoff,1,1,0.10216,0.78349,0.21651,0,success,shift,1.38742,1.36860,1.69655,0.46652,0.25465,0.03876,small_cup,0.27095,combined,0.6
combined_hard_shift,0,17,oracle_intent_upper_bound,handoff,handoff,1,1,0.03109,0.98500,0.01500,0,success,shift,1.38742,1.36860,1.69655,0.46652,0.25465,0.03876,small_cup,0.27095,combined,0.6
combined_hard_shift,0,18,body_normalized_knn,push,rotate,0,0,1.79002,0.39176,0.39176,0,wrong_intent,shift,0.65692,1.39346,0.35000,0.44191,0.23074,0.02697,sliding_box,0.71964,combined,0.6
combined_hard_shift,0,18,object_affordance_classifier,push,rotate,0,0,1.39651,0.76542,0.76542,0,wrong_intent,shift,0.65692,1.39346,0.35000,0.44191,0.23074,0.02697,sliding_box,0.71964,combined,0.6
combined_hard_shift,0,18,style_invariant_logistic,push,rotate,0,0,1.22448,0.99801,0.99801,0,wrong_intent,shift,0.65692,1.39346,0.35000,0.44191,0.23074,0.02697,sliding_box,0.71964,combined,0.6
combined_hard_shift,0,18,physical_intent_disambiguation,push,rotate,0,0,1.22448,0.81720,0.81720,0,wrong_intent,shift,0.65692,1.39346,0.35000,0.44191,0.23074,0.02697,sliding_box,0.71964,combined,0.6
combined_hard_shift,0,18,oracle_intent_upper_bound,push,push,1,1,0.00134,0.98500,0.01500,0,success,shift,0.65692,1.39346,0.35000,0.44191,0.23074,0.02697,sliding_box,0.71964,combined,0.6
combined_hard_shift,0,19,body_normalized_knn,pull,lift,0,0,1.43480,0.80719,0.80719,0,wrong_intent,shift,1.48913,0.71002,1.60028,0.54718,0.25730,0.01935,sliding_box,0.33058,combined,0.6
combined_hard_shift,0,19,object_affordance_classifier,pull,pull,1,1,0.38218,0.77324,0.22676,0,success,shift,1.48913,0.71002,1.60028,0.54718,0.25730,0.01935,sliding_box,0.33058,combined,0.6
combined_hard_shift,0,19,style_invariant_logistic,pull,pull,1,1,0.36083,0.57698,0.42302,0,success,shift,1.48913,0.71002,1.60028,0.54718,0.25730,0.01935,sliding_box,0.33058,combined,0.6
combined_hard_shift,0,19,physical_intent_disambiguation,pull,pull,1,1,0.36083,0.86852,0.13148,0,success,shift,1.48913,0.71002,1.60028,0.54718,0.25730,0.01935,sliding_box,0.33058,combined,0.6
combined_hard_shift,0,19,oracle_intent_upper_bound,pull,pull,1,1,0.03149,0.98500,0.01500,0,success,shift,1.48913,0.71002,1.60028,0.54718,0.25730,0.01935,sliding_box,0.33058,combined,0.6
combined_hard_shift,0,20,body_normalized_knn,rotate,rotate,1,0,1.20684,0.40535,0.59465,0,bad_action_parameter,shift,1.41633,0.69993,1.65776,0.48086,0.30514,0.03294,round_handle,0.33334,combined,0.6
combined_hard_shift,0,20,object_affordance_classifier,rotate,rotate,1,1,0.13752,0.79273,0.20727,0,success,shift,1.41633,0.69993,1.65776,0.48086,0.30514,0.03294,round_handle,0.33334,combined,0.6
combined_hard_shift,0,20,style_invariant_logistic,rotate,rotate,1,1,0.12203,0.99068,0.00932,0,success,shift,1.41633,0.69993,1.65776,0.48086,0.30514,0.03294,round_handle,0.33334,combined,0.6
combined_hard_shift,0,20,physical_intent_disambiguation,rotate,rotate,1,1,0.12203,0.98545,0.01455,0,success,shift,1.41633,0.69993,1.65776,0.48086,0.30514,0.03294,round_handle,0.33334,combined,0.6
combined_hard_shift,0,20,oracle_intent_upper_bound,rotate,rotate,1,1,0.01556,0.98500,0.01500,0,success,shift,1.41633,0.69993,1.65776,0.48086,0.30514,0.03294,round_handle,0.33334,combined,0.6
combined_hard_shift,0,21,body_normalized_knn,lift,lift,1,1,0.00000,1.00000,0.00000,0,success,shift,1.39113,0.70888,1.86495,0.58147,0.23913,0.03455,round_handle,0.32412,combined,0.6
combined_hard_shift,0,21,object_affordance_classifier,lift,lift,1,1,0.00000,0.76086,0.23914,0,success,shift,1.39113,0.70888,1.86495,0.58147,0.23913,0.03455,round_handle,0.32412,combined,0.6
combined_hard_shift,0,21,style_invariant_logistic,lift,rotate,0,0,1.02098,0.83813,0.83813,0,wrong_intent,shift,1.39113,0.70888,1.86495,0.58147,0.23913,0.03455,round_handle,0.32412,combined,0.6
combined_hard_shift,0,21,physical_intent_disambiguation,lift,lift,1,1,0.00000,0.81876,0.18124,0,success,shift,1.39113,0.70888,1.86495,0.58147,0.23913,0.03455,round_handle,0.32412,combined,0.6
combined_hard_shift,0,21,oracle_intent_upper_bound,lift,lift,1,1,0.02285,0.98500,0.01500,0,success,shift,1.39113,0.70888,1.86495,0.58147,0.23913,0.03455,round_handle,0.32412,combined,0.6
combined_hard_shift,0,22,body_normalized_knn,place,lift,0,0,1.33878,0.60836,0.60836,0,wrong_intent,shift,0.72853,1.27988,1.84324,0.48371,0.20846,0.03491,small_cup,0.37284,combined,0.6
combined_hard_shift,0,22,object_affordance_classifier,place,place,1,1,0.36038,0.76808,0.23192,0,success,shift,0.72853,1.27988,1.84324,0.48371,0.20846,0.03491,small_cup,0.37284,combined,0.6
combined_hard_shift,0,22,style_invariant_logistic,place,place,1,1,0.04446,0.86892,0.13108,0,success,shift,0.72853,1.27988,1.84324,0.48371,0.20846,0.03491,small_cup,0.37284,combined,0.6
combined_hard_shift,0,22,physical_intent_disambiguation,place,place,1,1,0.04446,0.94598,0.05402,0,success,shift,0.72853,1.27988,1.84324,0.48371,0.20846,0.03491,small_cup,0.37284,combined,0.6
combined_hard_shift,0,22,oracle_intent_upper_bound,place,place,1,1,0.03756,0.98500,0.01500,0,success,shift,0.72853,1.27988,1.84324,0.48371,0.20846,0.03491,small_cup,0.37284,combined,0.6
combined_hard_shift,0,23,body_normalized_knn,handoff,handoff,1,1,0.14400,0.40203,0.59797,0,success,shift,0.70607,0.71370,0.46405,0.43579,0.22090,0.03687,small_cup,0.75518,combined,0.6
combined_hard_shift,0,23,object_affordance_classifier,handoff,handoff,1,1,0.39853,0.75884,0.24116,0,success,shift,0.70607,0.71370,0.46405,0.43579,0.22090,0.03687,small_cup,0.75518,combined,0.6
combined_hard_shift,0,23,style_invariant_logistic,handoff,lift,0,0,1.18728,0.92595,0.92595,0,wrong_intent,shift,0.70607,0.71370,0.46405,0.43579,0.22090,0.03687,small_cup,0.75518,combined,0.6
combined_hard_shift,0,23,physical_intent_disambiguation,handoff,handoff,1,1,0.07771,0.69972,0.30028,0,success,shift,0.70607,0.71370,0.46405,0.43579,0.22090,0.03687,small_cup,0.75518,combined,0.6
combined_hard_shift,0,23,oracle_intent_upper_bound,handoff,handoff,1,1,0.02350,0.98500,0.01500,0,success,shift,0.70607,0.71370,0.46405,0.43579,0.22090,0.03687,small_cup,0.75518,combined,0.6
combined_hard_shift,0,0,body_normalized_knn,push,rotate,0,0,1.00000,0.61446,0.61446,0,wrong_intent,shift,0.69284,1.30212,1.74319,0.47563,0.29875,0.02043,sliding_box,0.31042,combined,0.8
combined_hard_shift,0,0,object_affordance_classifier,push,pull,0,0,0.45441,0.76809,0.76809,0,wrong_intent,shift,0.69284,1.30212,1.74319,0.47563,0.29875,0.02043,sliding_box,0.31042,combined,0.8
combined_hard_shift,0,0,style_invariant_logistic,push,rotate,0,0,1.02767,0.98607,0.98607,0,wrong_intent,shift,0.69284,1.30212,1.74319,0.47563,0.29875,0.02043,sliding_box,0.31042,combined,0.8
combined_hard_shift,0,0,physical_intent_disambiguation,push,push,1,1,0.16357,0.66880,0.33120,0,success,shift,0.69284,1.30212,1.74319,0.47563,0.29875,0.02043,sliding_box,0.31042,combined,0.8
combined_hard_shift,0,0,oracle_intent_upper_bound,push,push,1,1,0.01714,0.98500,0.01500,0,success,shift,0.69284,1.30212,1.74319,0.47563,0.29875,0.02043,sliding_box,0.31042,combined,0.8
combined_hard_shift,0,1,body_normalized_knn,pull,push,0,0,1.96632,0.40419,0.40419,0,wrong_intent,shift,1.40088,1.39521,0.51899,0.32999,0.25615,0.01896,sliding_box,0.69338,combined,0.8
combined_hard_shift,0,1,object_affordance_classifier,pull,push,0,0,0.32072,0.77276,0.77276,0,wrong_intent,shift,1.40088,1.39521,0.51899,0.32999,0.25615,0.01896,sliding_box,0.69338,combined,0.8
combined_hard_shift,0,1,style_invariant_logistic,pull,pull,1,1,0.04891,0.99523,0.00477,0,success,shift,1.40088,1.39521,0.51899,0.32999,0.25615,0.01896,sliding_box,0.69338,combined,0.8
combined_hard_shift,0,1,physical_intent_disambiguation,pull,pull,1,1,0.04891,0.60221,0.39779,0,success,shift,1.40088,1.39521,0.51899,0.32999,0.25615,0.01896,sliding_box,0.69338,combined,0.8
combined_hard_shift,0,1,oracle_intent_upper_bound,pull,pull,1,1,0.00416,0.98500,0.01500,0,success,shift,1.40088,1.39521,0.51899,0.32999,0.25615,0.01896,sliding_box,0.69338,combined,0.8
combined_hard_shift,0,2,body_normalized_knn,rotate,rotate,1,1,0.06010,0.62055,0.37945,0,success,shift,1.33313,1.29655,1.80725,0.39888,0.13636,0.01888,round_handle,0.28402,combined,0.8
combined_hard_shift,0,2,object_affordance_classifier,rotate,rotate,1,1,0.06328,0.82581,0.17419,0,success,shift,1.33313,1.29655,1.80725,0.39888,0.13636,0.01888,round_handle,0.28402,combined,0.8
combined_hard_shift,0,2,style_invariant_logistic,rotate,rotate,1,1,0.04407,0.98678,0.01322,0,success,shift,1.33313,1.29655,1.80725,0.39888,0.13636,0.01888,round_handle,0.28402,combined,0.8
combined_hard_shift,0,2,physical_intent_disambiguation,rotate,rotate,1,1,0.04407,0.98572,0.01428,0,success,shift,1.33313,1.29655,1.80725,0.39888,0.13636,0.01888,round_handle,0.28402,combined,0.8
combined_hard_shift,0,2,oracle_intent_upper_bound,rotate,rotate,1,1,0.01028,0.98500,0.01500,0,success,shift,1.33313,1.29655,1.80725,0.39888,0.13636,0.01888,round_handle,0.28402,combined,0.8
combined_hard_shift,0,3,body_normalized_knn,lift,lift,1,1,0.00000,0.60811,0.39189,0,success,shift,0.68887,1.33147,1.63434,0.54473,0.28417,0.03254,round_handle,0.34317,combined,0.8
combined_hard_shift,0,3,object_affordance_classifier,lift,lift,1,1,0.00000,0.85515,0.14485,0,success,shift,0.68887,1.33147,1.63434,0.54473,0.28417,0.03254,round_handle,0.34317,combined,0.8
combined_hard_shift,0,3,style_invariant_logistic,lift,lift,1,1,0.00000,0.95963,0.04037,0,success,shift,0.68887,1.33147,1.63434,0.54473,0.28417,0.03254,round_handle,0.34317,combined,0.8
combined_hard_shift,0,3,physical_intent_disambiguation,lift,lift,1,1,0.00000,0.84793,0.15207,0,success,shift,0.68887,1.33147,1.63434,0.54473,0.28417,0.03254,round_handle,0.34317,combined,0.8
combined_hard_shift,0,3,oracle_intent_upper_bound,lift,lift,1,1,0.01041,0.98500,0.01500,0,success,shift,0.68887,1.33147,1.63434,0.54473,0.28417,0.03254,round_handle,0.34317,combined,0.8
combined_hard_shift,0,4,body_normalized_knn,place,lift,0,0,1.32631,0.60652,0.60652,0,wrong_intent,shift,0.65897,1.37779,0.53086,0.48988,0.21843,0.03423,small_cup,0.73324,combined,0.8
combined_hard_shift,0,4,object_affordance_classifier,place,place,1,1,0.20833,0.79066,0.20934,0,success,shift,0.65897,1.37779,0.53086,0.48988,0.21843,0.03423,small_cup,0.73324,combined,0.8
combined_hard_shift,0,4,style_invariant_logistic,place,lift,0,0,1.32631,0.74560,0.74560,0,wrong_intent,shift,0.65897,1.37779,0.53086,0.48988,0.21843,0.03423,small_cup,0.73324,combined,0.8
combined_hard_shift,0,4,physical_intent_disambiguation,place,place,1,1,0.08583,0.87542,0.12458,0,success,shift,0.65897,1.37779,0.53086,0.48988,0.21843,0.03423,small_cup,0.73324,combined,0.8
combined_hard_shift,0,4,oracle_intent_upper_bound,place,place,1,1,0.00844,0.98500,0.01500,0,success,shift,0.65897,1.37779,0.53086,0.48988,0.21843,0.03423,small_cup,0.73324,combined,0.8
combined_hard_shift,0,5,body_normalized_knn,handoff,place,0,0,1.20446,0.40063,0.40063,0,wrong_intent,shift,1.37061,0.70695,0.56428,0.42551,0.18356,0.03013,small_cup,0.64976,combined,0.8
combined_hard_shift,0,5,object_affordance_classifier,handoff,place,0,0,0.40246,0.78226,0.78226,0,wrong_intent,shift,1.37061,0.70695,0.56428,0.42551,0.18356,0.03013,small_cup,0.64976,combined,0.8
combined_hard_shift,0,5,style_invariant_logistic,handoff,lift,0,0,1.05625,0.97876,0.97876,0,wrong_intent,shift,1.37061,0.70695,0.56428,0.42551,0.18356,0.03013,small_cup,0.64976,combined,0.8
combined_hard_shift,0,5,physical_intent_disambiguation,handoff,handoff,1,1,0.02908,0.63750,0.36250,0,success,shift,1.37061,0.70695,0.56428,0.42551,0.18356,0.03013,small_cup,0.64976,combined,0.8
combined_hard_shift,0,5,oracle_intent_upper_bound,handoff,handoff,1,1,0.01273,0.98500,0.01500,0,success,shift,1.37061,0.70695,0.56428,0.42551,0.18356,0.03013,small_cup,0.64976,combined,0.8
combined_hard_shift,0,6,body_normalized_knn,push,lift,0,0,1.39071,0.39935,0.39935,0,wrong_intent,shift,1.38135,0.68506,0.50764,0.52926,0.31704,0.03651,sliding_box,0.74031,combined,0.8
combined_hard_shift,0,6,object_affordance_classifier,push,rotate,0,0,1.57927,0.76347,0.76347,0,wrong_intent,shift,1.38135,0.68506,0.50764,0.52926,0.31704,0.03651,sliding_box,0.74031,combined,0.8
